,Date,countyFIPS,StateFIPS,Cases,Death,Population,new_cases,new_deaths,Normalized cases,Normalized deaths,Log normalized cases,Log normalized deaths
325,2020-12-13,95465426,95140,15923023,293528,328239523,168947.0,1403.0,2586.477234854289,22.18824323119376,175.4323419759274,2.3928611957354025
326,2020-12-14,95465426,95140,16126750,295219,328239523,203727.0,1691.0,2932.7678692560576,27.497570050213856,186.15732383334247,4.4741968270142625
327,2020-12-15,95465426,95140,16319423,298010,328239523,192673.0,2791.0,2768.5052488092697,43.79145404976961,193.27510954747396,7.186048025797568
328,2020-12-16,95465426,95140,16545408,301309,328239523,225985.0,3299.0,3862.966887625973,60.553202938161014,200.07094543254627,11.912323752718418
329,2020-12-17,95465426,95140,16783866,304685,328239523,238458.0,3376.0,3149.9653179207194,70.53109890135524,193.53081895932456,12.930278675389456
330,2020-12-18,95465426,95140,17015152,307072,328239523,231286.0,2387.0,3376.253524842994,38.32569267815815,195.05958979291373,4.227637432774725
331,2020-12-19,95465426,95140,17199091,309355,328239523,183939.0,2283.0,2774.77926581502,37.08232213332682,170.4881884273169,7.030882271296721
332,2020-12-20,95465426,95140,17361550,310760,328239523,162459.0,1405.0,2376.5892098392696,28.65531459894085,166.26465641821997,4.022855933870959
333,2020-12-21,95465426,95140,17724217,312058,328239523,362667.0,1298.0,2929.925689113894,27.21994189519294,173.31675132712124,4.877657501581253
334,2020-12-22,95465426,95140,17898720,315517,328239523,174503.0,3459.0,2202.5886077321493,40.809087957646014,163.22645825654834,8.109334214843996
335,2020-12-23,95465426,95140,18125920,318203,328239523,227200.0,2686.0,3217.0403785843887,52.922716128332624,172.98798335478187,10.384189018013021
336,2020-12-24,95465426,95140,18311042,321409,328239523,185122.0,3206.0,2389.626103495441,42.10416371358599,156.77210997272562,8.273552403363839
337,2020-12-25,95465426,95140,18360265,322193,328239523,49223.0,784.0,1007.0739485449396,11.23912150312174,77.24663801678143,0.8746039474042929
338,2020-12-26,95465426,95140,18530527,323215,328239523,170262.0,1022.0,2394.8960295714096,14.537702955782501,134.77257533565202,1.874675725434522
339,2020-12-27,95465426,95140,18652170,324362,328239523,121643.0,1147.0,1634.2079876541961,18.448241429099074,126.95670593712586,1.8384244801829952
340,2020-12-28,95465426,95140,18868349,327118,328239523,216179.0,2756.0,4390.691957917272,72.16622124440335,176.46820286085287,17.163977730257418
341,2020-12-29,95465426,95140,19097770,330444,328239523,229421.0,3326.0,2718.5769356441397,50.75871985160005,168.03078400432528,10.87245378339305
342,2020-12-30,95465426,95140,19336687,333744,328239523,238917.0,3300.0,3757.237654337141,55.155969358998746,197.23712792682062,10.824137277445912
343,2020-12-31,95465426,95140,19559625,337178,328239523,222938.0,3434.0,3125.3519632234916,58.03268653919855,182.18257152258175,12.462047743509485
344,2021-01-01,95465426,95140,19750280,339930,328239523,190655.0,2752.0,2450.504364678031,35.830723395870855,111.35337154467814,6.984151974497834
345,2021-01-02,95465426,95140,20034100,342634,328239523,283820.0,2704.0,3506.7050215877607,42.05644444761823,180.98129478732716,7.506278003796443
346,2021-01-03,95465426,95140,20263436,344292,328239523,229336.0,1658.0,3971.7396837136725,25.436654191175833,182.43681412516432,3.64945831781388
347,2021-01-04,95465426,95140,20433295,345862,328239523,169859.0,1570.0,2339.0726468780717,26.62492325165095,177.23598387575436,2.975925508966872
348,2021-01-05,95465426,95140,20672053,349377,328239523,238758.0,3515.0,3410.2456895994105,59.1922794734445,201.59897396362183,12.119574024852671
349,2021-01-06,95465426,95140,20928403,353280,328239523,256350.0,3903.0,4242.678244503702,68.80363655987891,211.99965212505984,13.737025151085884
350,2021-01-07,95465426,95140,21190609,357218,328239523,262206.0,3938.0,3658.835462878941,58.23519391714954,201.30059613970445,12.489194564923679
351,2021-01-08,95465426,95140,21464507,360338,328239523,273898.0,3120.0,4020.1667913756282,48.95029415472246,208.94440778218197,9.405870277694932
352,2021-01-09,95465426,95140,21733831,363587,328239523,269324.0,3249.0,3019.705198860991,39.29964004400364,173.56503847359525,6.683948156671683
353,2021-01-10,95465426,95140,21954343,366009,328239523,220512.0,2422.0,2751.9171567345716,39.17232061474883,172.37590549441512,4.875914756419137
354,2021-01-11,95465426,95140,22151629,367812,328239523,197286.0,1803.0,2634.8533314677798,29.92419370505533,180.7407950339992,4.053925184607653
355,2021-01-12,95465426,95140,22361952,371846,328239523,210323.0,4034.0,2671.2962798207845,60.750974057400214,176.8829948138791,12.842755653374452
356,2021-01-13,95465426,95140,22579637,375809,328239523,217685.0,3963.0,3531.8387435416353,58.92427905044348,191.20496886690137,12.268068752477884
357,2021-01-14,95465426,95140,22824973,379747,328239523,245336.0,3938.0,3743.552100803661,53.79574929039474,208.1088348878342,10.318939707513973
358,2021-01-15,95465426,95140,23060527,383249,328239523,235554.0,3502.0,2916.995864574682,45.90587142505843,186.81819352861953,8.360171162358448
359,2021-01-16,95465426,95140,23270934,386848,328239523,210407.0,3599.0,2549.2335049277003,46.190635279687,169.71329529196205,9.096878987740052
360,2021-01-17,95465426,95140,23449745,388851,328239523,178811.0,2003.0,2182.0550663660797,26.55732172640099,163.23993634169864,3.2809467853997187
361,2021-01-18,95465426,95140,23604790,390256,328239523,155045.0,1405.0,2136.3957477198505,19.284566120328066,158.59577265525166,1.3080583818208653
362,2021-01-19,95465426,95140,23753941,392319,328239523,149151.0,2063.0,2039.8033360368663,28.66519284553173,169.6673555958371,3.5737282592774084
363,2021-01-20,95465426,95140,23945345,396702,328239523,191404.0,4383.0,3046.3232830727784,68.97615490453101,189.68599152226648,16.242592596046478
364,2021-01-21,95465426,95140,24137691,400810,328239523,192346.0,4108.0,2641.3157224432675,54.41899512160842,191.85238796161462,10.456539020798576
365,2021-01-22,95465426,95140,24319451,404724,328239523,181760.0,3914.0,2518.758296474753,49.2833689280977,188.0299189594986,8.942765860363922
366,2021-01-23,95465426,95140,24489732,408066,328239523,170281.0,3342.0,2188.9355337673423,43.637876407242864,169.497429318146,8.179388704465023
367,2021-01-24,95465426,95140,24627329,409921,328239523,137597.0,1855.0,1805.3628866322313,24.86167310768326,160.16068356922148,2.1755577863384454
368,2021-01-25,95465426,95140,24763301,411627,328239523,135972.0,1706.0,1803.1364780465399,23.104268810339967,164.96456203121807,1.871712252298856
369,2021-01-26,95465426,95140,24905378,415077,328239523,142077.0,3450.0,1833.021822575897,53.61680651227209,169.89226365156642,11.394186115683745
370,2021-01-27,95465426,95140,25059985,419198,328239523,154607.0,4121.0,2511.086334406011,66.13027531997442,180.430401938291,15.561870266535172
371,2021-01-28,95465426,95140,25212428,423079,328239523,152443.0,3881.0,1992.343598076083,49.25766388712528,170.15298131054828,9.865615284932236
372,2021-01-29,95465426,95140,25376565,426694,328239523,164137.0,3615.0,2304.4309872824656,48.53642645621007,179.57023746951288,8.625688613158292
373,2021-01-30,95465426,95140,25527841,429620,328239523,151276.0,2926.0,1859.2523142355237,32.31182833788339,159.32404985101275,4.307491181375472
374,2021-01-31,95465426,95140,25644054,431669,328239523,116213.0,2049.0,1485.784834577487,29.045636957470634,148.1680969161304,3.5213655402899406
375,2021-02-01,95465426,95140,25765442,433249,328239523,121388.0,1580.0,1438.9969007050279,22.086902619904897,156.19681788742596,2.870627837876015
376,2021-02-02,95465426,95140,25878688,436576,328239523,113246.0,3327.0,1397.259517599171,50.7301297252467,154.40939228509177,9.837765215623698
377,2021-02-03,95465426,95140,25995608,440256,328239523,116920.0,3680.0,1969.3655313422876,61.233557137922546,166.86693983394662,13.411804236773143
378,2021-02-04,95465426,95140,26116915,445478,328239523,121307.0,5222.0,1694.9764659808723,68.21955473652976,163.489272525974,11.99288272743089
379,2021-02-05,95465426,95140,26248201,448764,328239523,131286.0,3286.0,1790.63465687847,44.86217457189465,166.96069326934372,7.007012770482749
380,2021-02-06,95465426,95140,26346452,451602,328239523,98251.0,2838.0,1337.477173261067,33.5100573836051,141.72180361486275,4.0049095957632455
381,2021-02-07,95465426,95140,26452073,453250,328239523,105621.0,1648.0,1259.7844150545247,20.55371935836856,135.9733016939339,2.0362869160597867
382,2021-02-08,95465426,95140,26528912,454526,328239523,76839.0,1276.0,1125.751139256585,17.202007203815,140.6864425571931,0.9216989047567662
383,2021-02-09,95465426,95140,26622464,457340,328239523,93552.0,2814.0,1198.6834610673855,40.68823116410155,148.19567134499795,5.9756441758224526
384,2021-02-10,95465426,95140,26719387,460647,328239523,96923.0,3307.0,1576.8939533133164,50.54102107704291,161.15363399935248,8.011314043011659
